Date,STI,HBAN,SP500,VIX,DOW,spread
2006-09-18,76.3,24.14,1321.18,11.78,2235.75,52.16
2006-09-19,76.17,24.12,1317.64,11.98,2222.37,52.05
2006-09-20,77.09,24.29,1325.18,11.39,2252.89,52.800000000000004
2006-09-21,76.75,24.08,1318.03,12.25,2237.75,52.67
2006-09-22,76.64,23.98,1314.78,12.59,2218.93,52.66
2006-09-25,77.55,24.21,1326.37,12.12,2249.07,53.339999999999996
2006-09-26,77.56,24.14,1336.35,11.53,2261.34,53.42
2006-09-27,77.75,24.07,1336.59,11.58,2263.39,53.68
2006-09-28,77.73,24.0,1338.88,11.72,2270.02,53.730000000000004
2006-09-29,77.28,23.93,1335.85,11.98,2258.43,53.35
2006-10-02,77.01,23.8,1331.32,12.57,2237.6,53.21000000000001
2006-10-03,77.23,23.7,1334.11,12.24,2243.65,53.53
2006-10-04,78.45,23.89,1350.2,11.86,2290.95,54.56
2006-10-05,78.15,23.87,1353.22,11.98,2306.34,54.28
2006-10-06,77.77,23.73,1349.59,11.56,2299.99,54.03999999999999
2006-10-09,77.92,23.97,1350.66,11.68,2311.77,53.95
2006-10-10,78.0,23.97,1353.42,11.52,2315.43,54.03
2006-10-11,78.79,23.99,1349.95,11.62,2308.27,54.80000000000001
2006-10-12,78.82,24.1,1362.83,11.09,2346.18,54.71999999999999
2006-10-13,79.41,24.31,1365.62,10.75,2357.29,55.099999999999994
2006-10-16,78.86,24.25,1369.06,11.09,2363.84,54.61
2006-10-17,78.02,24.24,1364.05,11.73,2344.95,53.78
2006-10-18,77.59,24.26,1365.8,11.34,2337.15,53.33
2006-10-19,77.26,24.21,1366.96,10.9,2340.94,53.050000000000004
2006-10-20,77.09,24.12,1368.6,10.63,2342.3,52.97
2006-10-23,77.46,24.23,1377.02,11.08,2355.56,53.22999999999999
2006-10-24,77.75,24.2,1377.38,10.78,2344.84,53.55
2006-10-25,77.81,24.28,1382.22,10.66,2356.59,53.53
2006-10-26,78.89,24.37,1389.08,10.56,2379.1,54.519999999999996
2006-10-27,78.6,24.23,1377.34,10.8,2350.62,54.36999999999999
2006-10-30,78.92,24.37,1377.93,11.2,2363.77,54.55
2006-10-31,78.99,24.41,1377.94,11.1,2366.71,54.58
2006-11-01,78.85,24.31,1367.81,11.51,2334.35,54.53999999999999
2006-11-02,78.55,24.25,1367.34,11.42,2334.02,54.3
2006-11-03,78.14,24.25,1364.3,11.16,2330.79,53.89
2006-11-06,78.75,24.47,1379.78,11.16,2365.95,54.28
2006-11-07,79.09,24.49,1382.84,11.09,2375.88,54.60000000000001
2006-11-08,79.16,24.62,1385.72,10.75,2384.94,54.53999999999999
2006-11-09,79.31,24.59,1378.33,11.01,2376.01,54.72
2006-11-10,78.95,24.54,1380.9,10.79,2389.72,54.410000000000004
2006-11-13,79.0,24.68,1384.42,10.86,2406.38,54.32
2006-11-14,79.2,24.77,1393.22,10.5,2430.66,54.43000000000001
2006-11-15,80.26,24.64,1396.57,10.31,2442.75,55.620000000000005
2006-11-16,80.98,24.84,1399.76,10.16,2449.06,56.14
2006-11-17,82.06,24.78,1401.2,10.05,2445.86,57.28
2006-11-20,82.4,24.81,1400.5,9.97,2452.72,57.59
2006-11-21,82.64,24.76,1402.81,9.9,2454.84,57.879999999999995
2006-11-22,83.08,24.76,1406.09,10.14,2465.98,58.31999999999999
2006-11-24,83.05,24.63,1400.95,10.73,2460.26,58.42
2006-11-27,82.69,24.24,1381.96,12.3,2405.92,58.45
2006-11-28,82.35,24.24,1386.72,11.62,2412.61,58.11
2006-11-29,82.52,24.46,1399.48,10.83,2432.23,58.059999999999995
2006-11-30,81.65,24.31,1400.63,10.91,2431.77,57.34
2006-12-01,82.0,24.25,1396.71,11.66,2413.21,57.75
2006-12-04,83.74,24.59,1409.12,11.23,2448.39,59.14999999999999
2006-12-05,83.94,24.6,1414.76,11.27,2452.38,59.339999999999996
2006-12-06,83.43,24.57,1412.9,11.33,2445.86,58.86000000000001
2006-12-07,83.5,24.47,1407.29,12.67,2427.69,59.03
2006-12-08,83.3,24.49,1409.84,12.07,2437.36,58.81
2006-12-11,83.6,24.71,1413.04,10.71,2442.86,58.88999999999999
2006-12-12,84.11,24.81,1411.56,10.65,2431.6,59.3
2006-12-13,84.29,24.61,1413.21,10.18,2432.41,59.68000000000001
2006-12-14,85.1,24.72,1425.49,9.97,2453.85,60.379999999999995
2006-12-15,84.7,24.91,1427.09,10.05,2457.2,59.790000000000006
2006-12-18,84.93,24.86,1422.48,10.6,2435.57,60.07000000000001
2006-12-19,84.93,24.77,1425.55,10.3,2429.55,60.16000000000001
2006-12-20,84.76,24.7,1423.53,10.26,2427.61,60.06
2006-12-21,84.66,22.96,1418.3,10.53,2415.85,61.699999999999996
2006-12-22,84.29,23.35,1410.76,11.36,2401.18,60.940000000000005
2006-12-26,85.0,23.45,1416.9,11.26,2413.51,61.55
2006-12-27,85.45,23.66,1426.84,10.64,2431.22,61.790000000000006
2006-12-28,85.11,23.66,1424.73,10.99,2425.57,61.45
2006-12-29,84.45,23.75,1418.3,11.56,2415.29,60.7
2007-01-03,84.7,24.02,1416.6,12.04,2423.16,60.68000000000001
2007-01-04,83.95,24.0,1418.34,11.51,2453.43,59.95
2007-01-05,82.85,23.78,1409.71,12.14,2434.25,59.06999999999999
2007-01-08,82.42,23.73,1412.84,12.0,2438.2,58.69
2007-01-09,82.45,23.71,1412.11,11.91,2443.83,58.74
2007-01-10,82.88,23.56,1414.85,11.47,2459.33,59.31999999999999
2007-01-11,82.71,23.57,1423.82,10.87,2484.85,59.13999999999999
2007-01-12,82.86,23.51,1430.73,10.15,2502.82,59.349999999999994
2007-01-16,84.0,23.28,1431.9,10.74,2497.78,60.72
2007-01-17,83.82,23.12,1430.62,10.59,2479.42,60.69999999999999
2007-01-18,83.68,23.19,1426.37,10.85,2443.21,60.49000000000001
2007-01-19,82.58,23.1,1430.5,10.4,2451.31,59.48
2007-01-22,82.74,22.98,1422.95,10.77,2431.07,59.75999999999999
2007-01-23,82.56,22.99,1427.99,10.34,2431.41,59.57000000000001
2007-01-24,82.73,23.0,1440.13,9.89,2466.28,59.730000000000004
2007-01-25,81.87,23.01,1423.9,11.22,2434.24,58.86
2007-01-26,81.9,23.01,1422.18,11.13,2435.49,58.89
2007-01-29,81.94,22.97,1420.62,11.45,2441.09,58.97
2007-01-30,82.7,23.12,1428.82,10.96,2448.64,59.58
2007-01-31,83.1,23.28,1438.24,10.42,2463.93,59.81999999999999
2007-02-01,83.88,23.15,1445.94,10.31,2468.38,60.73
2007-02-02,84.27,23.28,1448.39,10.08,2475.88,60.989999999999995
2007-02-05,84.21,23.3,1446.99,10.55,2470.6,60.91
2007-02-06,84.27,23.55,1448.0,10.65,2471.49,60.72
2007-02-07,84.78,23.81,1450.02,10.32,2490.5,60.97
2007-02-08,84.5,23.75,1448.31,10.44,2488.67,60.75
2007-02-09,84.29,23.65,1438.06,11.1,2459.82,60.64000000000001
2007-02-12,84.56,23.74,1433.37,11.61,2450.38,60.82000000000001
2007-02-13,85.06,23.96,1444.26,10.34,2459.88,61.1
2007-02-14,85.79,23.98,1455.3,10.23,2488.38,61.81
2007-02-15,85.42,23.9,1456.81,10.22,2497.1,61.52
2007-02-16,86.56,23.99,1455.54,10.02,2496.31,62.57000000000001
2007-02-20,87.17,24.05,1459.68,10.24,2513.04,63.120000000000005
2007-02-21,86.93,23.96,1457.63,10.2,2518.42,62.970000000000006
2007-02-22,86.93,23.85,1456.38,10.18,2524.94,63.080000000000005
2007-02-23,86.99,23.71,1451.19,10.58,2515.1,63.279999999999994
2007-02-26,86.75,23.68,1449.37,11.15,2504.52,63.07
2007-02-27,83.92,23.12,1399.04,18.31,2407.86,60.8
2007-02-28,84.31,23.15,1406.82,15.42,2416.15,61.160000000000004
2007-03-01,84.74,22.93,1403.17,15.82,2404.21,61.809999999999995
2007-03-02,85.34,22.73,1387.17,18.61,2368.0,62.61
2007-03-05,83.74,22.39,1374.12,19.63,2340.68,61.349999999999994
2007-03-06,85.49,22.73,1395.41,15.96,2385.14,62.75999999999999
2007-03-07,84.09,22.54,1391.97,15.24,2374.64,61.550000000000004
2007-03-08,84.7,22.93,1401.89,14.29,2387.73,61.77
2007-03-09,84.79,22.9,1402.84,14.09,2387.55,61.89000000000001
2007-03-12,84.95,22.86,1406.6,13.99,2402.29,62.09
2007-03-13,82.19,21.9,1377.95,18.13,2350.57,60.29
2007-03-14,82.69,22.08,1387.17,17.27,2371.74,60.61
2007-03-15,83.68,22.22,1392.28,16.43,2378.7,61.46000000000001
2007-03-16,83.58,22.21,1386.95,16.79,2372.66,61.37
2007-03-19,84.72,22.32,1402.06,14.59,2394.41,62.4
2007-03-20,85.35,22.41,1410.94,13.27,2408.21,62.94
2007-03-21,86.26,22.75,1435.04,12.19,2455.92,63.510000000000005
2007-03-22,85.26,22.59,1434.54,12.93,2451.74,62.67
2007-03-23,85.05,22.58,1436.11,12.95,2448.93,62.47
2007-03-26,84.91,22.49,1437.5,13.16,2455.63,62.42
2007-03-27,84.26,22.23,1428.61,13.48,2437.43,62.03
2007-03-28,83.79,21.97,1417.23,14.98,2417.1,61.82000000000001
2007-03-29,83.94,21.99,1422.53,15.14,2417.88,61.95
2007-03-30,83.04,21.85,1420.86,14.64,2421.64,61.190000000000005
2007-04-02,81.03,21.6,1424.55,14.53,2422.26,59.43
2007-04-03,81.53,21.94,1437.77,13.46,2450.33,59.59
2007-04-04,81.62,21.65,1439.37,13.24,2458.69,59.970000000000006
2007-04-05,81.22,21.67,1443.76,13.23,2471.34,59.55
2007-04-09,79.88,21.53,1444.61,13.14,2469.18,58.349999999999994
2007-04-10,79.85,21.61,1448.39,12.68,2477.61,58.239999999999995
2007-04-11,78.91,21.5,1438.87,13.49,2459.31,57.41
2007-04-12,78.78,21.42,1447.8,12.71,2480.32,57.36
2007-04-13,79.46,21.68,1452.85,12.2,2491.94,57.779999999999994
2007-04-16,81.37,22.12,1468.33,11.98,2518.33,59.25
2007-04-17,83.4,22.1,1471.48,12.14,2516.95,61.300000000000004
2007-04-18,84.13,22.47,1472.5,12.42,2510.5,61.66
2007-04-19,84.54,22.21,1470.73,12.54,2505.35,62.330000000000005
2007-04-20,84.3,22.23,1484.35,12.07,2526.39,62.06999999999999
2007-04-23,83.51,22.04,1480.93,13.04,2523.67,61.470000000000006
2007-04-24,82.96,21.96,1480.41,13.12,2524.54,60.99999999999999
2007-04-25,84.2,22.11,1495.42,13.21,2547.89,62.09
2007-04-26,84.75,22.18,1494.25,12.79,2554.46,62.57
2007-04-27,84.76,22.36,1494.07,12.45,2557.21,62.400000000000006
2007-04-30,84.42,22.18,1482.37,14.22,2525.09,62.24
2007-05-01,84.26,22.3,1486.3,13.51,2531.53,61.96000000000001
2007-05-02,84.41,22.37,1495.92,13.08,2557.84,62.03999999999999
2007-05-03,85.39,22.5,1502.39,13.09,2565.46,62.89
2007-05-04,85.7,22.49,1505.62,12.91,2572.15,63.21000000000001
2007-05-07,86.19,22.55,1509.48,13.15,2570.95,63.64
2007-05-08,86.14,22.54,1507.72,13.21,2571.75,63.6
2007-05-09,88.14,22.55,1512.58,12.88,2576.34,65.59
2007-05-10,87.19,22.25,1491.47,13.6,2533.74,64.94
2007-05-11,88.61,22.47,1505.85,12.95,2562.22,66.14
2007-05-14,87.86,22.39,1503.15,13.96,2546.44,65.47
2007-05-15,86.76,22.35,1501.19,14.01,2525.29,64.41
2007-05-16,88.41,22.43,1514.14,13.5,2547.42,65.97999999999999
2007-05-17,89.23,22.6,1512.75,13.51,2539.38,66.63
2007-05-18,89.5,22.55,1522.75,12.76,2558.45,66.95
2007-05-21,89.65,22.53,1525.1,13.3,2578.79,67.12
2007-05-22,90.61,22.42,1524.12,13.06,2588.02,68.19
2007-05-23,88.83,22.35,1522.28,13.24,2577.05,66.47999999999999
2007-05-24,88.47,22.23,1507.51,14.08,2537.92,66.24
2007-05-25,88.98,22.31,1515.73,13.34,2557.19,66.67
2007-05-29,89.51,22.12,1518.11,13.53,2572.06,67.39
2007-05-30,88.98,22.28,1530.23,12.83,2592.59,66.7
2007-05-31,89.29,22.46,1530.62,13.05,2604.52,66.83000000000001
2007-06-01,89.58,22.79,1536.34,12.78,2613.92,66.78999999999999
2007-06-04,89.4,22.73,1539.18,13.29,2618.29,66.67
2007-06-05,88.61,22.41,1530.95,13.63,2611.23,66.2
2007-06-06,88.17,22.39,1517.38,14.87,2587.18,65.78
2007-06-07,87.2,22.1,1490.72,17.06,2541.38,65.1
2007-06-08,88.2,22.43,1507.67,14.84,2573.54,65.77000000000001
2007-06-11,88.95,22.5,1509.12,14.71,2572.15,66.45
2007-06-12,87.63,22.19,1493.0,16.67,2549.77,65.44
2007-06-13,89.34,22.3,1515.67,14.73,2582.31,67.04
2007-06-14,89.22,22.28,1522.97,13.64,2599.41,66.94
2007-06-15,90.33,22.41,1532.91,13.94,2626.71,67.92
2007-06-18,90.14,22.42,1531.05,13.42,2626.6,67.72
2007-06-19,90.55,22.44,1533.7,12.85,2626.76,68.11
2007-06-20,88.99,22.17,1512.84,14.67,2599.96,66.82
2007-06-21,88.91,22.04,1522.19,14.21,2616.96,66.87
2007-06-22,87.39,21.8,1502.56,15.75,2588.96,65.59
2007-06-25,86.89,21.88,1497.74,16.65,2577.08,65.01
2007-06-26,86.41,22.19,1492.89,18.89,2574.16,64.22
2007-06-27,86.73,22.25,1506.34,15.53,2605.35,64.48
2007-06-28,86.82,22.49,1505.71,15.54,2608.37,64.33
2007-06-29,85.74,22.74,1503.35,16.23,2603.23,63.0
2007-07-02,87.08,22.59,1519.43,15.4,2632.3,64.49
2007-07-03,87.39,22.91,1524.87,14.92,2644.95,64.48
2007-07-05,87.17,22.57,1525.4,15.48,2656.65,64.6
2007-07-06,87.52,22.64,1530.44,14.72,2666.51,64.88
2007-07-09,86.57,21.85,1531.85,15.16,2670.02,64.72
2007-07-10,85.75,21.02,1510.12,17.57,2639.16,64.73
2007-07-11,86.55,21.04,1518.76,16.64,2651.79,65.50999999999999
2007-07-12,89.62,21.33,1547.7,15.54,2701.73,68.29
2007-07-13,89.64,21.33,1552.5,15.15,2707.0,68.31
2007-07-16,89.15,21.12,1549.52,15.59,2697.33,68.03
2007-07-17,89.38,21.16,1549.37,15.63,2712.29,68.22
2007-07-18,87.79,20.74,1546.17,16.0,2699.49,67.05000000000001
2007-07-19,86.53,20.38,1553.08,15.23,2720.04,66.15
2007-07-20,84.83,20.18,1534.1,16.95,2687.6,64.65
2007-07-23,84.16,20.01,1541.57,16.81,2690.58,64.14999999999999
2007-07-24,81.4,19.48,1511.04,18.55,2639.86,61.92
2007-07-25,81.44,19.71,1518.09,18.1,2648.17,61.73
2007-07-26,78.92,19.5,1482.66,20.74,2599.34,59.42
2007-07-27,78.01,19.59,1458.95,24.17,2562.24,58.42
2007-07-30,79.99,19.75,1473.91,20.87,2583.28,60.239999999999995
2007-07-31,78.3,19.2,1455.27,23.52,2546.27,59.099999999999994
2007-08-01,78.61,19.29,1465.81,23.67,2553.87,59.32
2007-08-02,79.73,19.26,1472.2,21.22,2575.98,60.47
2007-08-03,75.45,18.0,1433.06,25.16,2511.25,57.45
2007-08-06,80.0,18.65,1467.67,22.94,2547.33,61.35
2007-08-07,80.67,18.53,1476.71,21.56,2561.6,62.14
2007-08-08,79.43,18.77,1497.49,21.45,2612.98,60.66000000000001
2007-08-09,75.19,17.27,1453.09,26.48,2556.49,57.92
2007-08-10,78.19,18.09,1453.64,28.3,2544.89,60.099999999999994
2007-08-13,77.75,17.55,1452.92,26.57,2542.24,60.2
2007-08-14,76.54,16.66,1426.54,27.68,2499.12,59.88000000000001
2007-08-15,77.61,16.53,1406.7,30.67,2458.83,61.08
2007-08-16,81.0,17.38,1411.27,30.83,2451.07,63.620000000000005
2007-08-17,80.5,18.13,1445.94,29.99,2505.03,62.370000000000005
2007-08-20,79.92,18.0,1445.55,26.33,2508.59,61.92
2007-08-21,81.02,18.1,1447.12,25.25,2521.3,62.919999999999995
2007-08-22,82.23,17.89,1464.07,22.89,2552.8,64.34
2007-08-23,81.35,17.74,1462.5,22.62,2541.7,63.61
2007-08-24,81.94,17.85,1479.37,20.72,2576.69,64.09
2007-08-27,81.09,17.58,1466.79,22.72,2561.25,63.510000000000005
2007-08-28,77.88,17.0,1432.36,26.3,2500.64,60.879999999999995
2007-08-29,78.55,17.25,1463.76,23.81,2563.16,61.3
2007-08-30,77.5,16.97,1457.64,25.06,2565.3,60.53
2007-08-31,78.75,17.21,1473.99,23.38,2596.36,61.54
2007-09-04,78.71,17.28,1489.42,22.78,2630.24,61.42999999999999
2007-09-05,77.32,17.02,1472.29,24.58,2605.95,60.3
2007-09-06,77.42,17.04,1478.55,23.99,2614.32,60.38
2007-09-07,75.89,16.94,1453.55,26.23,2565.7,58.95
2007-09-10,75.68,16.82,1451.7,27.38,2559.11,58.86000000000001
2007-09-11,76.23,17.13,1471.49,25.27,2597.47,59.10000000000001
2007-09-12,75.35,16.91,1471.56,24.96,2592.07,58.44
2007-09-13,75.01,17.26,1483.95,24.76,2601.06,57.75
2007-09-14,76.07,17.33,1484.25,24.92,2602.18,58.739999999999995
2007-09-17,76.14,17.2,1476.65,26.48,2581.66,58.94
2007-09-18,79.63,18.06,1519.78,20.35,2651.66,61.56999999999999
2007-09-19,79.46,18.1,1529.03,20.03,2666.48,61.35999999999999
2007-09-20,78.19,17.75,1518.75,20.45,2654.29,60.44
2007-09-21,77.84,17.64,1525.75,19.0,2671.22,60.2
2007-09-24,76.75,17.36,1517.73,19.37,2667.95,59.39
2007-09-25,76.1,17.17,1517.21,18.6,2683.45,58.92999999999999
2007-09-26,76.2,17.23,1525.42,17.63,2699.03,58.97
2007-09-27,76.89,17.24,1531.38,17.0,2709.59,59.650000000000006
2007-09-28,75.67,16.98,1526.75,18.0,2701.5,58.69
2007-10-01,76.82,17.61,1547.04,17.84,2740.99,59.209999999999994
2007-10-02,77.77,17.9,1546.63,18.49,2747.11,59.87
2007-10-03,77.66,17.83,1539.59,18.8,2729.43,59.83
2007-10-04,77.26,17.92,1542.84,18.44,2733.57,59.34
2007-10-05,77.8,18.24,1557.59,16.91,2780.32,59.56
2007-10-08,77.43,18.14,1552.58,17.46,2787.37,59.290000000000006
2007-10-09,77.3,18.28,1565.15,16.12,2803.91,59.019999999999996
2007-10-10,76.1,18.01,1562.47,16.67,2811.61,58.08999999999999
2007-10-11,76.3,17.86,1554.41,18.88,2772.2,58.44
2007-10-12,74.95,18.02,1561.8,17.73,2805.68,56.93000000000001
2007-10-15,74.56,17.84,1548.71,19.25,2780.05,56.72
2007-10-16,71.93,16.97,1538.53,20.02,2763.91,54.96000000000001
2007-10-17,71.75,16.96,1541.24,18.54,2792.67,54.79
2007-10-18,73.43,17.15,1540.08,18.5,2799.31,56.28000000000001
2007-10-19,71.73,17.12,1500.63,22.96,2725.16,54.61
2007-10-22,70.91,17.26,1506.33,21.64,2753.93,53.64999999999999
2007-10-23,71.78,17.15,1519.59,20.41,2799.26,54.63
2007-10-24,71.46,17.04,1515.88,20.8,2774.76,54.419999999999995
2007-10-25,71.91,17.18,1514.4,21.17,2750.86,54.73
2007-10-26,73.61,17.66,1535.28,19.56,2804.19,55.95
2007-10-29,72.43,17.63,1540.98,19.87,2817.44,54.80000000000001
2007-10-30,72.8,17.65,1531.02,21.07,2816.71,55.15
2007-10-31,72.6,17.91,1549.38,18.53,2859.12,54.69
2007-11-01,69.13,16.92,1508.44,23.21,2794.83,52.209999999999994
2007-11-02,68.21,16.69,1509.65,23.01,2810.38,51.519999999999996
2007-11-05,68.39,16.45,1502.17,24.31,2795.18,51.94
2007-11-06,69.53,16.57,1520.27,21.39,2825.18,52.96
2007-11-07,66.45,15.78,1475.62,26.49,2748.76,50.67
2007-11-08,67.97,16.08,1474.77,26.16,2696.0,51.89
2007-11-09,67.47,16.26,1453.7,28.5,2627.94,51.209999999999994
2007-11-12,69.15,16.33,1439.18,31.09,2584.13,52.82000000000001
2007-11-13,71.89,17.08,1481.05,24.1,2673.65,54.81
2007-11-14,70.9,16.58,1470.58,25.94,2644.32,54.32000000000001
2007-11-15,68.7,16.08,1451.15,28.06,2618.51,52.620000000000005
2007-11-16,68.55,14.75,1458.74,25.49,2637.24,53.8
2007-11-19,67.62,14.2,1433.27,26.01,2593.38,53.42
2007-11-20,66.9,13.9,1439.7,24.88,2596.81,53.00000000000001
2007-11-21,65.8,14.07,1416.77,26.84,2562.15,51.73
2007-11-23,68.39,14.56,1440.7,25.61,2596.6,53.83
2007-11-26,65.03,13.51,1407.22,28.91,2540.99,51.52
2007-11-27,66.52,14.05,1428.23,26.28,2580.8,52.47
2007-11-28,71.02,15.26,1469.02,24.11,2662.91,55.76
2007-11-29,69.05,15.29,1469.72,23.97,2668.13,53.76
2007-11-30,70.11,15.69,1481.14,22.87,2660.96,54.42
2007-12-03,69.81,15.62,1472.42,23.61,2637.13,54.190000000000005
2007-12-04,68.84,15.24,1462.79,23.79,2619.83,53.6
2007-12-05,70.28,15.7,1485.01,22.53,2666.36,54.58
2007-12-06,70.62,16.25,1507.34,20.96,2709.03,54.370000000000005
2007-12-07,69.55,16.16,1504.66,20.85,2706.16,53.39
2007-12-10,71.39,16.77,1515.96,20.74,2718.95,54.620000000000005
2007-12-11,67.3,15.59,1477.65,23.59,2652.35,51.709999999999994
2007-12-12,65.91,15.25,1486.59,22.47,2671.14,50.66
2007-12-13,64.56,14.74,1488.41,22.56,2668.49,49.82
2007-12-14,63.05,14.17,1467.95,23.27,2635.74,48.879999999999995
2007-12-17,63.43,13.93,1445.9,24.52,2574.46,49.5
2007-12-18,63.79,14.2,1454.98,22.64,2596.03,49.59
2007-12-19,63.49,13.92,1453.0,21.68,2601.01,49.57
2007-12-20,61.09,13.88,1460.12,20.58,2640.86,47.21
2007-12-21,62.03,15.01,1484.46,18.47,2691.99,47.02
2007-12-24,62.72,14.92,1496.45,18.6,2713.5,47.8
2007-12-26,62.71,14.98,1497.66,18.66,2724.41,47.730000000000004
2007-12-27,62.01,14.69,1476.27,20.26,2676.79,47.32
2007-12-28,61.79,14.79,1478.49,20.74,2674.46,47.0
2007-12-31,62.49,14.76,1468.36,22.5,2652.28,47.730000000000004
2008-01-02,60.49,14.3,1447.16,23.17,2609.63,46.19
2008-01-03,60.01,14.08,1447.16,22.49,2602.68,45.93
2008-01-04,58.8,13.52,1411.63,23.94,2504.65,45.28
2008-01-07,59.31,14.06,1416.18,23.79,2499.46,45.25
2008-01-08,57.5,13.25,1390.19,25.43,2440.51,44.25
2008-01-09,59.75,13.23,1409.13,24.12,2474.55,46.519999999999996
2008-01-10,61.3,12.65,1420.33,23.45,2488.52,48.65
2008-01-11,62.06,12.48,1401.02,23.68,2439.94,49.58
2008-01-14,61.44,12.33,1416.25,22.9,2478.3,49.11
2008-01-15,59.86,12.12,1380.95,23.34,2417.59,47.74
2008-01-16,62.03,12.43,1373.2,24.38,2394.59,49.6
2008-01-17,59.39,11.35,1333.25,28.46,2346.9,48.04
2008-01-18,58.28,10.66,1325.19,27.18,2340.02,47.620000000000005
2008-01-22,61.01,11.1,1310.5,31.01,2292.27,49.91
2008-01-23,65.73,11.9,1338.6,29.02,2316.41,53.830000000000005
2008-01-24,64.28,12.11,1352.07,27.78,2360.92,52.17
2008-01-25,62.56,11.74,1330.61,29.08,2326.2,50.82
2008-01-28,65.81,12.58,1353.96,27.78,2349.91,53.230000000000004
2008-01-29,66.03,12.96,1362.3,27.32,2358.06,53.07
2008-01-30,66.17,12.89,1355.81,27.62,2349.0,53.28
2008-01-31,68.85,13.45,1378.55,26.2,2389.86,55.39999999999999
2008-02-01,68.33,14.11,1395.42,24.02,2413.36,54.22
2008-02-04,66.69,13.14,1380.82,25.99,2382.85,53.55
2008-02-05,64.3,12.9,1336.64,28.24,2309.57,51.4
2008-02-06,64.62,12.77,1326.45,28.97,2278.75,51.85000000000001
2008-02-07,65.93,12.97,1336.91,27.66,2293.03,52.96000000000001
2008-02-08,64.23,12.6,1331.29,28.01,2304.85,51.63
2008-02-11,63.49,12.27,1339.13,27.6,2320.06,51.22
2008-02-12,64.58,12.49,1348.86,26.33,2320.04,52.089999999999996
2008-02-13,64.46,12.73,1367.21,24.88,2373.93,51.72999999999999
2008-02-14,63.27,12.4,1348.86,25.54,2332.54,50.870000000000005
2008-02-15,63.23,12.71,1349.99,25.02,2321.8,50.519999999999996
2008-02-19,63.08,12.46,1348.78,25.59,2306.2,50.62
2008-02-20,63.98,12.7,1360.03,24.4,2327.1,51.28
2008-02-21,60.79,12.34,1342.53,25.12,2299.78,48.45
2008-02-22,62.11,12.72,1353.11,24.06,2303.35,49.39
2008-02-25,62.68,13.11,1371.8,23.03,2327.48,49.57
2008-02-26,62.93,13.18,1381.29,21.9,2344.99,49.75
2008-02-27,62.71,13.14,1380.02,22.69,2353.78,49.57
2008-02-28,60.22,12.5,1367.68,23.53,2331.57,47.72
2008-02-29,58.13,12.22,1330.63,26.54,2271.48,45.910000000000004
2008-03-03,57.19,12.44,1331.34,26.28,2258.6,44.75
2008-03-04,56.4,12.13,1326.75,25.52,2260.28,44.269999999999996
2008-03-05,56.43,11.64,1333.7,24.6,2272.81,44.79
2008-03-06,54.23,11.24,1304.34,27.55,2220.5,42.989999999999995
2008-03-07,55.07,11.48,1293.37,27.49,2212.49,43.59
2008-03-10,54.56,11.24,1273.37,29.38,2169.34,43.32
2008-03-11,58.87,12.1,1320.65,26.36,2255.76,46.769999999999996
2008-03-12,57.83,11.58,1308.77,27.22,2243.87,46.25
2008-03-13,57.97,11.91,1315.48,27.29,2263.61,46.06
2008-03-14,55.83,11.46,1288.14,31.16,2212.49,44.37
2008-03-17,54.57,10.22,1276.6,32.24,2177.01,44.35
2008-03-18,57.84,10.8,1330.74,25.79,2268.26,47.040000000000006
2008-03-19,57.8,10.62,1298.42,29.84,2209.96,47.18
2008-03-20,62.24,11.24,1329.51,26.62,2258.11,51.0
2008-03-24,61.04,11.67,1349.88,25.73,2326.75,49.37
2008-03-25,59.28,12.04,1352.99,25.72,2341.05,47.24
2008-03-26,56.33,11.37,1341.13,26.08,2324.36,44.96
2008-03-27,54.97,11.02,1325.76,25.88,2280.83,43.95
2008-03-28,54.94,10.7,1315.22,25.71,2261.18,44.239999999999995
2008-03-31,55.14,10.75,1322.7,25.61,2279.1,44.39
2008-04-01,58.65,11.47,1370.18,22.68,2362.75,47.18
2008-04-02,59.33,11.3,1367.53,23.43,2361.4,48.03
2008-04-03,59.09,11.27,1369.31,23.21,2363.3,47.82000000000001
2008-04-04,56.49,11.08,1370.4,22.45,2370.98,45.410000000000004
2008-04-07,56.93,11.42,1372.54,22.42,2364.83,45.51
2008-04-08,55.49,11.05,1365.54,22.36,2348.76,44.44
2008-04-09,54.21,10.55,1354.49,22.81,2322.12,43.66
2008-04-10,54.58,10.57,1360.55,21.98,2351.7,44.01
2008-04-11,53.94,9.91,1332.83,23.46,2290.24,44.03
2008-04-14,50.36,8.99,1328.32,23.82,2275.82,41.37
2008-04-15,51.4,9.3,1334.43,22.78,2286.04,42.099999999999994
2008-04-16,52.57,9.96,1364.71,20.53,2350.11,42.61
2008-04-17,53.29,10.04,1365.56,20.37,2341.83,43.25
2008-04-18,54.4,9.69,1390.33,20.13,2402.97,44.71
2008-04-21,52.3,9.43,1388.17,20.5,2408.04,42.87
2008-04-22,52.6,9.56,1375.94,20.87,2376.94,43.04
2008-04-23,51.28,9.12,1379.93,20.26,2405.21,42.160000000000004
2008-04-24,54.14,9.44,1388.82,20.06,2428.92,44.7
2008-04-25,55.27,9.69,1397.84,19.59,2422.93,45.580000000000005
2008-04-28,57.41,9.62,1396.37,19.64,2424.4,47.79
