Date,STI,HBAN,SP500,VIX,DOW,spread
2010-06-11,25.89,6.11,1091.6,28.79,2243.6,19.78
2010-06-14,25.69,6.08,1089.63,28.58,2243.96,19.61
2010-06-15,26.37,6.29,1115.23,25.87,2305.88,20.080000000000002
2010-06-16,26.36,6.14,1114.61,25.92,2305.93,20.22
2010-06-17,26.24,6.03,1116.04,25.05,2307.16,20.209999999999997
2010-06-18,26.2,6.05,1117.51,23.95,2309.8,20.15
2010-06-21,25.85,6.05,1113.2,24.88,2289.09,19.8
2010-06-22,25.24,5.96,1095.31,27.05,2261.8,19.279999999999998
2010-06-23,25.27,5.85,1092.04,26.91,2254.23,19.42
2010-06-24,24.37,5.74,1073.69,29.74,2217.42,18.630000000000003
2010-06-25,25.51,6.0,1076.76,28.53,2223.48,19.51
2010-06-28,25.16,5.93,1074.57,29.0,2220.65,19.23
2010-06-29,23.44,5.63,1041.24,34.13,2135.18,17.810000000000002
2010-06-30,23.3,5.54,1030.71,34.54,2109.24,17.76
2010-07-01,22.8,5.43,1027.37,32.86,2101.36,17.37
2010-07-02,22.44,5.34,1022.58,30.12,2091.79,17.1
2010-07-06,22.62,5.32,1028.06,29.65,2093.88,17.3
2010-07-07,24.48,5.76,1060.27,26.84,2159.47,18.72
2010-07-08,24.67,5.67,1070.25,25.71,2175.4,19.0
2010-07-09,25.46,5.91,1077.96,24.98,2196.45,19.55
2010-07-12,25.18,5.93,1078.75,24.43,2198.36,19.25
2010-07-13,26.18,6.16,1095.34,24.56,2242.03,20.02
2010-07-14,25.46,6.04,1095.17,24.89,2249.84,19.42
2010-07-15,25.19,6.13,1096.48,25.14,2249.08,19.060000000000002
2010-07-16,23.31,5.73,1064.88,26.25,2179.05,17.58
2010-07-19,23.37,5.77,1071.25,25.97,2198.23,17.6
2010-07-20,23.07,5.82,1083.48,23.93,2222.49,17.25
2010-07-21,22.42,5.67,1069.59,25.64,2187.33,16.75
2010-07-22,24.58,5.85,1093.67,24.63,2245.89,18.729999999999997
2010-07-23,25.04,6.06,1102.66,23.47,2269.47,18.98
2010-07-26,26.38,6.31,1115.01,22.73,2296.43,20.07
2010-07-27,26.27,6.36,1113.84,23.19,2288.25,19.91
2010-07-28,25.99,6.19,1106.13,24.25,2264.56,19.799999999999997
2010-07-29,25.96,6.06,1101.53,24.13,2251.69,19.900000000000002
2010-07-30,25.95,6.06,1101.6,23.5,2254.7,19.89
2010-08-02,26.63,6.29,1125.86,22.01,2295.36,20.34
2010-08-03,26.37,6.28,1120.46,22.63,2283.52,20.09
2010-08-04,26.19,6.28,1127.24,22.21,2303.57,19.91
2010-08-05,26.34,6.28,1125.81,22.1,2293.06,20.06
2010-08-06,25.85,6.25,1121.64,21.74,2288.47,19.6
2010-08-09,25.88,6.33,1127.79,22.14,2305.69,19.549999999999997
2010-08-10,25.99,6.12,1121.06,22.37,2277.17,19.869999999999997
2010-08-11,24.46,5.74,1089.47,25.39,2208.63,18.72
2010-08-12,24.3,5.65,1083.61,25.73,2190.27,18.65
2010-08-13,24.39,5.66,1079.25,26.24,2173.48,18.73
2010-08-16,24.36,5.55,1079.38,26.1,2181.87,18.81
2010-08-17,24.14,5.51,1092.54,24.33,2209.44,18.630000000000003
2010-08-18,24.67,5.5,1094.16,24.59,2215.7,19.17
2010-08-19,24.22,5.39,1075.63,26.44,2178.95,18.83
2010-08-20,24.0,5.39,1071.69,25.49,2179.76,18.61
2010-08-23,24.02,5.37,1067.36,25.66,2159.63,18.65
2010-08-24,23.18,5.2,1051.87,27.46,2123.76,17.98
2010-08-25,22.88,5.19,1055.33,26.7,2141.54,17.689999999999998
2010-08-26,22.35,5.18,1047.22,27.37,2118.69,17.17
2010-08-27,22.67,5.44,1064.59,24.45,2153.63,17.23
2010-08-30,22.39,5.24,1048.92,27.21,2119.97,17.15
2010-08-31,22.51,5.3,1049.33,26.05,2114.03,17.21
2010-09-01,23.65,5.47,1080.29,23.89,2176.84,18.18
2010-09-02,23.95,5.68,1090.1,23.19,2200.01,18.27
2010-09-03,24.18,5.72,1104.51,21.31,2233.75,18.46
2010-09-07,23.4,5.48,1091.84,23.8,2208.89,17.919999999999998
2010-09-08,24.07,5.77,1098.87,23.25,2228.87,18.3
2010-09-09,24.77,5.86,1104.18,22.81,2236.2,18.91
2010-09-10,24.52,5.85,1109.55,21.99,2242.48,18.67
2010-09-13,25.31,6.08,1121.9,21.21,2285.71,19.229999999999997
2010-09-14,25.91,6.07,1121.1,21.56,2289.77,19.84
2010-09-15,26.26,6.07,1125.07,22.1,2301.32,20.19
2010-09-16,25.84,5.89,1124.66,21.72,2303.25,19.95
2010-09-17,25.96,5.8,1125.59,22.01,2315.61,20.16
2010-09-20,26.28,6.0,1142.71,21.5,2355.83,20.28
2010-09-21,25.84,5.92,1139.78,22.35,2349.35,19.92
2010-09-22,25.47,5.78,1134.28,22.51,2334.55,19.689999999999998
2010-09-23,24.86,5.63,1124.83,23.87,2327.08,19.23
2010-09-24,26.04,5.84,1148.67,21.71,2381.22,20.2
2010-09-27,25.83,5.74,1142.16,22.54,2369.77,20.089999999999996
2010-09-28,25.96,5.72,1147.7,22.6,2379.59,20.240000000000002
2010-09-29,25.8,5.64,1144.73,23.25,2376.56,20.16
2010-09-30,25.83,5.69,1141.2,23.7,2368.62,20.139999999999997
2010-10-01,26.1,5.71,1146.24,22.5,2370.75,20.39
2010-10-04,26.13,5.7,1137.03,23.53,2344.52,20.43
2010-10-05,27.26,5.94,1160.75,21.76,2399.83,21.32
2010-10-06,27.64,5.89,1159.97,21.49,2380.66,21.75
2010-10-07,26.9,5.9,1158.06,21.56,2383.67,21.0
2010-10-08,26.83,5.86,1165.15,20.71,2401.91,20.97
2010-10-11,26.93,5.82,1165.32,18.96,2402.33,21.11
2010-10-12,27.37,5.94,1169.77,18.93,2417.92,21.43
2010-10-13,26.71,5.88,1178.1,19.07,2441.23,20.830000000000002
2010-10-14,25.58,5.73,1173.81,19.88,2435.38,19.849999999999998
2010-10-15,24.38,5.69,1176.19,19.03,2468.77,18.689999999999998
2010-10-18,24.68,5.74,1184.71,19.09,2480.66,18.939999999999998
2010-10-19,24.74,5.73,1165.9,20.63,2436.95,19.009999999999998
2010-10-20,25.45,5.6,1178.17,19.79,2457.39,19.85
2010-10-21,26.59,5.62,1180.26,19.27,2459.67,20.97
2010-10-22,26.2,5.69,1183.08,18.78,2479.39,20.509999999999998
2010-10-25,25.51,5.65,1185.62,19.85,2490.85,19.86
2010-10-26,25.6,5.62,1185.64,20.22,2497.29,19.98
2010-10-27,25.38,5.7,1182.45,20.71,2503.26,19.68
2010-10-28,25.34,5.66,1183.78,20.88,2507.37,19.68
2010-10-29,25.01,5.66,1183.26,21.2,2507.41,19.35
2010-11-01,24.65,5.6,1184.38,21.83,2504.84,19.049999999999997
2010-11-02,24.41,5.56,1193.57,21.57,2533.52,18.85
2010-11-03,25.15,5.64,1197.96,19.56,2540.27,19.509999999999998
2010-11-04,26.41,5.87,1221.06,18.52,2577.34,20.54
2010-11-05,26.47,5.94,1225.85,18.26,2578.98,20.529999999999998
2010-11-08,26.33,5.96,1223.25,18.29,2580.05,20.369999999999997
2010-11-09,26.04,5.85,1213.4,19.08,2562.98,20.189999999999998
2010-11-10,26.04,6.11,1218.71,18.47,2578.78,19.93
2010-11-11,25.71,6.16,1213.54,18.64,2555.52,19.55
2010-11-12,25.11,5.9,1199.21,20.61,2518.21,19.21
2010-11-15,25.27,5.94,1197.75,20.2,2513.82,19.33
2010-11-16,24.84,5.78,1178.34,22.58,2469.84,19.06
2010-11-17,24.12,5.68,1178.59,21.76,2476.01,18.44
2010-11-18,24.07,5.76,1196.69,18.75,2514.4,18.310000000000002
2010-11-19,24.16,5.72,1199.73,18.04,2518.12,18.44
2010-11-22,23.84,5.74,1197.84,18.37,2532.02,18.1
2010-11-23,23.4,5.57,1180.73,20.63,2494.95,17.83
2010-11-24,23.99,5.62,1198.35,19.56,2543.12,18.369999999999997
2010-11-26,23.58,5.55,1189.4,22.22,2534.56,18.029999999999998
2010-11-29,23.75,5.79,1187.76,21.53,2525.22,17.96
2010-11-30,23.36,5.84,1180.55,23.54,2498.23,17.52
2010-12-01,24.0,6.03,1206.07,21.36,2549.43,17.97
2010-12-02,25.38,6.25,1221.53,19.39,2579.35,19.13
2010-12-03,25.74,6.41,1224.71,18.01,2591.46,19.33
2010-12-06,25.59,6.46,1223.12,18.02,2594.92,19.13
2010-12-07,25.51,6.41,1223.75,17.99,2598.49,19.1
2010-12-08,26.45,6.49,1228.28,17.74,2609.16,19.96
2010-12-09,27.02,6.72,1233.0,17.25,2616.67,20.3
2010-12-10,27.58,6.84,1240.4,17.61,2637.54,20.74
2010-12-13,27.25,6.66,1240.46,17.55,2624.91,20.59
2010-12-14,26.99,6.3,1241.59,17.61,2627.72,20.689999999999998
2010-12-15,26.01,6.27,1235.23,17.94,2617.22,19.740000000000002
2010-12-16,25.86,6.25,1242.87,17.39,2637.31,19.61
2010-12-17,27.04,6.23,1243.91,16.11,2642.97,20.81
2010-12-20,27.05,6.53,1247.08,16.41,2649.56,20.52
2010-12-21,27.86,6.7,1254.6,16.49,2667.61,21.16
2010-12-22,28.85,6.85,1258.84,15.45,2671.48,22.0
2010-12-23,28.69,6.88,1256.77,16.47,2665.6,21.810000000000002
2010-12-27,29.3,6.96,1257.54,17.67,2667.27,22.34
2010-12-28,29.66,6.96,1258.51,17.52,2662.88,22.7
2010-12-29,29.35,6.96,1259.78,17.28,2666.93,22.39
2010-12-30,29.39,6.89,1257.88,17.52,2662.98,22.5
2010-12-31,29.51,6.87,1257.64,17.75,2652.87,22.64
2011-01-03,30.24,7.11,1271.87,17.61,2691.52,23.13
2011-01-04,29.67,7.19,1270.2,17.38,2681.25,22.48
2011-01-05,29.75,7.18,1276.56,17.02,2702.2,22.57
2011-01-06,28.65,7.15,1273.85,17.4,2709.89,21.5
2011-01-07,28.8,7.09,1271.5,17.14,2703.17,21.71
2011-01-10,28.47,7.2,1269.75,17.54,2707.8,21.27
2011-01-11,28.88,7.12,1274.48,16.89,2716.83,21.759999999999998
2011-01-12,28.91,7.22,1285.96,16.24,2737.33,21.69
2011-01-13,28.35,7.12,1283.76,16.39,2735.29,21.23
2011-01-14,28.92,7.25,1293.24,15.46,2755.3,21.67
2011-01-18,29.25,7.19,1295.02,15.87,2765.85,22.06
2011-01-19,28.38,7.0,1281.92,17.31,2725.36,21.38
2011-01-20,27.87,6.85,1280.26,17.99,2704.29,21.020000000000003
2011-01-21,29.5,7.02,1283.35,18.47,2689.54,22.48
2011-01-24,29.06,6.91,1290.84,17.65,2717.55,22.15
2011-01-25,29.18,6.9,1291.18,17.59,2719.25,22.28
2011-01-26,29.31,7.07,1296.63,16.64,2739.5,22.24
2011-01-27,30.12,7.3,1299.54,16.15,2755.28,22.82
2011-01-28,29.58,7.07,1276.34,20.04,2686.89,22.509999999999998
2011-01-31,30.43,7.24,1286.12,19.53,2700.08,23.189999999999998
2011-02-01,31.31,7.22,1307.59,17.63,2751.19,24.09
2011-02-02,30.79,7.21,1304.03,17.3,2749.56,23.58
2011-02-03,31.51,7.36,1307.1,16.69,2753.88,24.150000000000002
2011-02-04,31.5,7.46,1310.87,15.93,2769.3,24.04
2011-02-07,31.86,7.56,1319.05,16.28,2783.99,24.3
2011-02-08,32.27,7.4,1324.57,15.81,2797.05,24.870000000000005
2011-02-09,31.97,7.37,1320.88,15.87,2789.07,24.599999999999998
2011-02-10,31.59,7.38,1321.87,16.09,2790.45,24.21
2011-02-11,32.53,7.53,1329.15,15.69,2809.44,25.0
2011-02-14,32.35,7.58,1332.32,15.95,2817.18,24.770000000000003
2011-02-15,32.59,7.6,1328.01,16.37,2804.35,24.990000000000002
2011-02-16,32.35,7.54,1336.32,16.72,2825.56,24.810000000000002
2011-02-17,31.65,7.35,1340.43,16.59,2831.58,24.299999999999997
2011-02-18,31.74,7.22,1343.01,16.43,2833.95,24.52
2011-02-22,30.57,6.86,1315.44,20.8,2756.42,23.71
2011-02-23,30.62,6.83,1307.4,22.13,2722.99,23.79
2011-02-24,29.94,6.82,1306.1,21.32,2737.9,23.12
2011-02-25,30.82,6.94,1319.88,19.22,2781.05,23.88
2011-02-28,30.17,6.84,1327.22,18.35,2782.27,23.330000000000002
2011-03-01,29.41,6.56,1306.33,21.01,2737.41,22.85
2011-03-02,29.37,6.59,1308.44,20.7,2748.07,22.78
2011-03-03,30.14,6.7,1330.97,18.6,2798.74,23.44
2011-03-04,29.4,6.65,1321.15,19.06,2784.67,22.75
2011-03-07,28.9,6.53,1310.13,20.66,2745.63,22.369999999999997
2011-03-08,29.93,6.85,1321.82,19.82,2765.77,23.08
2011-03-09,29.4,6.77,1320.02,20.22,2751.72,22.63
2011-03-10,28.58,6.62,1295.11,21.88,2701.02,21.959999999999997
2011-03-11,29.0,6.77,1304.28,20.08,2715.61,22.23
2011-03-14,28.65,6.68,1296.39,21.13,2700.97,21.97
2011-03-15,28.41,6.64,1281.87,24.32,2667.33,21.77
2011-03-16,27.97,6.51,1256.88,29.4,2616.82,21.46
2011-03-17,28.25,6.63,1273.72,26.37,2636.05,21.62
2011-03-18,29.59,6.69,1279.21,24.44,2643.67,22.9
2011-03-21,29.4,6.65,1298.38,20.61,2692.09,22.75
2011-03-22,29.17,6.57,1293.77,20.21,2683.87,22.6
2011-03-23,28.96,6.46,1297.54,19.17,2698.3,22.5
2011-03-24,29.11,6.5,1309.66,18.0,2736.42,22.61
2011-03-25,29.21,6.59,1313.8,17.91,2743.06,22.62
2011-03-28,29.1,6.57,1310.19,19.44,2730.68,22.53
2011-03-29,29.32,6.64,1319.44,18.16,2756.89,22.68
2011-03-30,29.21,6.75,1328.26,17.71,2776.79,22.46
2011-03-31,28.84,6.64,1325.83,17.74,2781.07,22.2
2011-04-01,29.2,6.81,1332.41,17.4,2789.6,22.39
2011-04-04,29.35,6.74,1332.87,17.5,2789.19,22.61
2011-04-05,29.21,6.73,1332.63,17.25,2791.19,22.48
2011-04-06,29.88,6.86,1335.54,16.9,2799.82,23.02
2011-04-07,29.88,6.8,1333.51,17.11,2796.14,23.08
2011-04-08,29.65,6.73,1328.17,17.87,2780.42,22.919999999999998
2011-04-11,29.51,6.63,1324.46,16.59,2771.51,22.880000000000003
2011-04-12,29.6,6.66,1314.16,17.09,2744.79,22.94
2011-04-13,29.0,6.54,1314.41,16.92,2761.52,22.46
2011-04-14,28.19,6.5,1314.52,16.27,2760.22,21.69
2011-04-15,28.14,6.52,1319.68,15.32,2764.65,21.62
2011-04-18,27.88,6.42,1305.14,16.96,2735.38,21.46
2011-04-19,27.79,6.44,1312.62,15.83,2744.97,21.349999999999998
2011-04-20,27.63,6.4,1330.36,15.07,2802.51,21.229999999999997
2011-04-21,27.1,6.68,1337.38,14.69,2820.16,20.42
2011-04-25,27.7,6.57,1335.25,15.77,2825.88,21.13
2011-04-26,27.5,6.65,1347.24,15.62,2847.54,20.85
2011-04-27,27.65,6.77,1355.66,15.35,2869.88,20.88
2011-04-28,28.07,6.85,1360.48,14.62,2872.53,21.22
2011-04-29,28.19,6.79,1363.61,14.75,2873.54,21.400000000000002
2011-05-02,28.32,6.77,1361.22,15.99,2864.08,21.55
2011-05-03,28.58,6.85,1356.62,16.7,2841.62,21.729999999999997
2011-05-04,28.46,6.76,1347.32,17.08,2828.23,21.700000000000003
2011-05-05,28.02,6.65,1335.1,18.2,2814.72,21.369999999999997
2011-05-06,28.17,6.64,1340.2,18.4,2827.56,21.53
2011-05-09,28.19,6.71,1346.29,17.16,2843.25,21.48
2011-05-10,28.57,6.71,1357.16,15.91,2871.89,21.86
2011-05-11,28.31,6.7,1342.08,16.95,2845.06,21.61
2011-05-12,28.1,6.65,1348.65,16.03,2863.04,21.450000000000003
2011-05-13,27.47,6.58,1337.77,17.07,2828.47,20.89
2011-05-16,27.67,6.49,1329.47,18.24,2782.31,21.18
2011-05-17,28.3,6.57,1328.98,17.55,2783.21,21.73
2011-05-18,28.59,6.54,1340.68,16.23,2815.0,22.05
2011-05-19,28.77,6.57,1343.6,15.52,2823.31,22.2
2011-05-20,27.89,6.37,1333.27,17.43,2803.32,21.52
2011-05-23,27.2,6.35,1317.37,18.27,2758.9,20.85
2011-05-24,27.11,6.36,1316.28,17.82,2746.16,20.75
2011-05-25,27.36,6.42,1320.47,17.07,2761.38,20.939999999999998
2011-05-26,27.58,6.42,1325.69,16.09,2782.92,21.159999999999997
2011-05-27,27.99,6.53,1331.1,15.98,2796.86,21.459999999999997
2011-05-31,28.13,6.6,1345.2,15.45,2835.3,21.53
2011-06-01,26.32,6.35,1314.55,18.3,2769.19,19.97
2011-06-02,26.29,6.24,1312.94,18.09,2773.31,20.049999999999997
2011-06-03,25.85,6.18,1300.16,17.95,2732.78,19.67
2011-06-06,25.39,6.06,1286.17,18.49,2702.56,19.330000000000002
2011-06-07,25.46,6.21,1284.94,18.07,2701.56,19.25
2011-06-08,25.13,6.3,1279.56,18.79,2675.38,18.83
2011-06-09,25.53,6.31,1289.0,17.77,2684.87,19.220000000000002
2011-06-10,25.18,6.2,1270.98,18.86,2643.73,18.98
2011-06-13,25.52,6.21,1271.83,19.61,2639.69,19.31
2011-06-14,25.95,6.29,1287.87,18.26,2678.72,19.66
2011-06-15,25.41,6.33,1265.42,21.32,2631.46,19.08
2011-06-16,25.39,6.32,1267.64,22.73,2623.7,19.07
2011-06-17,26.18,6.41,1271.5,21.85,2616.48,19.77
2011-06-20,25.93,6.32,1278.36,19.99,2629.66,19.61
2011-06-21,25.9,6.4,1295.52,18.86,2687.26,19.5
2011-06-22,25.39,6.3,1287.14,18.52,2669.19,19.09
2011-06-23,25.03,6.21,1283.5,19.29,2686.75,18.82
2011-06-24,25.0,6.1,1268.45,21.1,2652.89,18.9
2011-06-27,25.14,6.32,1280.1,20.56,2688.28,18.82
2011-06-28,25.01,6.39,1296.67,19.17,2729.31,18.62
2011-06-29,25.71,6.54,1307.41,17.27,2740.49,19.17
2011-06-30,25.8,6.56,1320.64,16.52,2773.52,19.240000000000002
2011-07-01,26.41,6.63,1339.67,15.87,2816.03,19.78
2011-07-05,25.87,6.58,1337.88,16.06,2825.77,19.29
2011-07-06,25.75,6.54,1339.22,16.34,2834.02,19.21
2011-07-07,26.26,6.74,1353.22,15.95,2872.66,19.520000000000003
2011-07-08,25.67,6.53,1343.8,15.95,2859.81,19.14
2011-07-11,24.85,6.33,1319.49,18.39,2802.62,18.520000000000003
2011-07-12,24.94,6.19,1313.64,19.87,2781.91,18.75
2011-07-13,25.11,6.19,1317.72,19.91,2796.92,18.919999999999998
2011-07-14,24.64,6.19,1308.87,20.8,2762.67,18.45
2011-07-15,24.64,6.14,1316.14,19.53,2789.8,18.5
2011-07-18,23.95,6.09,1305.44,20.95,2765.11,17.86
2011-07-19,24.51,6.26,1326.73,19.21,2826.52,18.25
2011-07-20,24.91,6.31,1325.84,19.09,2814.23,18.6
2011-07-21,25.73,6.09,1343.8,17.56,2834.43,19.64
2011-07-22,25.95,6.14,1345.02,17.52,2858.83,19.81
2011-07-25,25.81,6.02,1337.43,19.35,2842.8,19.79
2011-07-26,25.57,6.06,1331.94,20.23,2839.96,19.51
2011-07-27,24.65,6.0,1304.89,22.98,2764.79,18.65
2011-07-28,24.62,6.03,1300.67,23.74,2766.25,18.59
2011-07-29,24.49,6.05,1292.28,25.25,2756.38,18.439999999999998
2011-08-01,24.33,6.0,1286.94,23.66,2744.61,18.33
2011-08-02,23.1,5.73,1254.05,24.79,2669.24,17.37
2011-08-03,23.24,5.86,1260.34,23.38,2693.07,17.38
2011-08-04,21.84,5.45,1200.07,31.66,2556.39,16.39
2011-08-05,21.51,5.39,1199.38,32.0,2532.41,16.12
2011-08-08,18.53,4.93,1119.46,48.0,2357.69,13.600000000000001
2011-08-09,19.98,5.23,1172.53,35.06,2482.52,14.75
2011-08-10,17.69,4.71,1120.76,42.99,2381.05,12.98
2011-08-11,18.66,5.13,1172.64,39.0,2492.68,13.530000000000001
2011-08-12,18.31,4.96,1178.81,36.36,2507.98,13.349999999999998
2011-08-15,19.39,5.17,1204.49,31.87,2555.2,14.22
2011-08-16,19.01,5.05,1192.76,32.85,2523.45,13.96
2011-08-17,19.04,5.1,1193.89,31.58,2511.48,13.94
2011-08-18,17.71,4.74,1140.65,42.67,2380.43,12.97
2011-08-19,16.91,4.56,1123.53,43.05,2341.84,12.350000000000001
2011-08-22,17.18,4.53,1123.82,42.44,2345.38,12.649999999999999
2011-08-23,18.1,4.75,1162.35,36.27,2446.06,13.350000000000001
2011-08-24,18.63,4.92,1177.6,35.9,2467.69,13.709999999999999
2011-08-25,18.59,4.83,1159.27,39.76,2419.63,13.76
2011-08-26,18.79,4.9,1176.8,35.59,2479.85,13.889999999999999
2011-08-29,19.82,5.12,1210.08,32.28,2562.11,14.7
2011-08-30,19.72,4.93,1212.92,32.89,2576.11,14.79
2011-08-31,19.9,5.02,1218.89,31.62,2579.46,14.879999999999999
2011-09-01,19.34,4.84,1204.42,31.82,2546.04,14.5
2011-09-02,18.22,4.65,1173.97,33.92,2480.33,13.569999999999999
2011-09-06,18.33,4.57,1165.24,37.0,2473.83,13.759999999999998
2011-09-07,19.66,4.97,1198.62,33.38,2548.94,14.690000000000001
2011-09-08,19.05,4.81,1185.9,34.32,2529.14,14.240000000000002
2011-09-09,18.25,4.6,1154.23,38.52,2467.99,13.65
2011-09-12,18.67,4.68,1162.27,38.59,2495.09,13.990000000000002
2011-09-13,19.05,4.82,1172.87,36.91,2532.15,14.23
2011-09-14,19.58,5.03,1188.68,34.6,2572.55,14.549999999999997
2011-09-15,20.1,5.13,1209.11,31.97,2607.07,14.970000000000002
2011-09-16,19.92,5.1,1216.01,30.98,2622.31,14.820000000000002
2011-09-19,19.16,4.96,1204.09,32.73,2612.83,14.2
2011-09-20,18.98,5.03,1202.09,32.86,2590.24,13.95
2011-09-21,17.6,4.66,1166.76,37.32,2538.19,12.940000000000001
2011-09-22,16.94,4.58,1129.56,41.35,2455.67,12.360000000000001
2011-09-23,16.97,4.6,1136.43,41.25,2483.23,12.37
2011-09-26,18.33,4.98,1162.95,39.02,2516.69,13.349999999999998
2011-09-27,18.7,4.95,1175.38,37.71,2546.83,13.75
2011-09-28,18.03,4.84,1151.06,41.08,2491.58,13.190000000000001
2011-09-29,18.71,4.99,1160.4,38.84,2480.76,13.72
2011-09-30,17.95,4.8,1131.42,42.96,2415.4,13.149999999999999
2011-10-03,17.15,4.67,1099.23,45.45,2335.83,12.479999999999999
2011-10-04,17.8,4.91,1123.95,40.82,2404.82,12.89
2011-10-05,17.98,4.97,1144.03,37.81,2460.51,13.010000000000002
2011-10-06,19.13,5.26,1164.97,36.27,2506.82,13.87
2011-10-07,18.14,4.96,1155.46,36.2,2479.35,13.18
2011-10-10,18.86,5.25,1194.89,33.02,2566.05,13.61
2011-10-11,18.83,5.24,1195.54,32.86,2583.03,13.589999999999998
2011-10-12,19.4,5.42,1207.25,31.26,2604.73,13.979999999999999
2011-10-13,19.04,5.24,1203.66,30.7,2620.24,13.799999999999999
2011-10-14,19.04,5.23,1224.58,28.24,2667.85,13.809999999999999
2011-10-17,18.09,5.02,1200.86,33.39,2614.92,13.07
2011-10-18,19.38,5.32,1225.38,31.56,2657.43,14.059999999999999
2011-10-19,18.79,5.24,1209.88,34.44,2604.04,13.549999999999999
2011-10-20,19.21,4.88,1215.39,34.78,2598.62,14.330000000000002
2011-10-21,18.57,4.9,1238.25,31.32,2637.46,13.67
2011-10-24,19.62,5.17,1254.19,29.26,2699.44,14.450000000000001
2011-10-25,18.77,5.01,1229.05,32.22,2638.42,13.76
2011-10-26,19.39,5.18,1242.0,29.86,2650.67,14.21
2011-10-27,21.01,5.4,1284.59,25.46,2738.63,15.610000000000001
2011-10-28,20.63,5.47,1285.09,24.53,2737.15,15.16
2011-10-31,19.73,5.18,1253.3,29.96,2684.41,14.55
2011-11-01,18.75,4.97,1218.28,34.77,2606.96,13.780000000000001
2011-11-02,19.54,5.27,1237.9,32.74,2639.98,14.27
2011-11-03,19.82,5.3,1261.15,30.5,2697.97,14.52
2011-11-04,19.49,5.25,1253.23,30.16,2686.15,14.239999999999998
2011-11-07,19.59,5.34,1261.12,29.85,2695.25,14.25
2011-11-08,20.18,5.49,1275.92,27.48,2727.49,14.69
2011-11-09,18.82,5.12,1229.1,36.16,2621.65,13.7
2011-11-10,18.9,5.17,1239.7,32.81,2625.15,13.729999999999999
2011-11-11,19.28,5.31,1263.85,30.04,2678.75,13.970000000000002
2011-11-14,18.62,5.21,1251.78,31.13,2657.22,13.41
2011-11-15,18.47,5.21,1257.81,31.22,2686.2,13.259999999999998
2011-11-16,18.06,5.17,1236.91,33.51,2639.61,12.889999999999999
2011-11-17,17.87,5.08,1216.13,34.51,2587.99,12.790000000000001
2011-11-18,18.09,5.16,1215.65,32.0,2572.5,12.93
2011-11-21,17.64,4.96,1192.98,32.91,2523.14,12.68
2011-11-22,17.41,4.83,1188.04,31.97,2521.28,12.58
2011-11-23,16.44,4.69,1161.79,33.98,2460.08,11.75
2011-11-25,16.53,4.72,1158.67,34.47,2441.51,11.810000000000002
2011-11-28,16.85,4.84,1192.55,32.13,2527.34,12.010000000000002
2011-11-29,16.94,4.86,1195.19,30.64,2515.51,12.080000000000002
2011-11-30,18.13,5.25,1246.96,27.8,2620.34,12.879999999999999
2011-12-01,17.99,5.18,1244.58,27.41,2626.2,12.809999999999999
2011-12-02,18.57,5.21,1244.28,27.52,2626.93,13.36
2011-12-05,19.27,5.32,1257.08,27.84,2655.76,13.95
2011-12-06,18.03,5.26,1258.47,28.13,2649.56,12.770000000000001
2011-12-07,18.21,5.3,1261.01,28.67,2649.21,12.91
2011-12-08,17.3,5.1,1234.35,30.59,2596.38,12.200000000000001
2011-12-09,17.22,5.26,1255.19,26.38,2646.85,11.959999999999999
2011-12-12,16.84,5.14,1236.47,25.67,2612.26,11.7
2011-12-13,16.37,5.05,1225.73,25.41,2579.27,11.32
2011-12-14,16.44,5.03,1211.82,26.04,2539.31,11.41
2011-12-15,16.67,5.12,1215.75,25.11,2541.01,11.55
2011-12-16,16.48,5.09,1219.66,24.29,2555.33,11.39
2011-12-19,15.8,5.01,1205.35,24.92,2523.14,10.790000000000001
2011-12-20,16.87,5.27,1241.3,23.22,2603.73,11.600000000000001
2011-12-21,16.95,5.41,1243.72,21.43,2577.97,11.54
2011-12-22,17.65,5.61,1254.0,21.16,2599.45,12.04
2011-12-23,17.75,5.65,1265.33,20.73,2618.64,12.1
2011-12-27,17.55,5.55,1265.43,21.91,2625.2,12.0
2011-12-28,17.19,5.47,1249.64,23.52,2589.98,11.720000000000002
2011-12-29,17.72,5.61,1263.02,22.65,2613.74,12.11
2011-12-30,17.7,5.49,1257.6,23.4,2605.15,12.209999999999999
2012-01-03,18.52,5.63,1277.06,22.97,2648.72,12.89
2012-01-04,18.66,5.68,1277.3,22.22,2648.36,12.98
2012-01-05,19.66,5.79,1281.06,21.48,2669.86,13.870000000000001
2012-01-06,19.75,5.8,1277.81,20.63,2674.22,13.95
2012-01-09,20.07,5.86,1280.7,21.07,2676.56,14.21
2012-01-10,20.47,5.9,1292.08,20.69,2702.5,14.569999999999999
2012-01-11,21.06,5.94,1292.48,21.05,2710.76,15.119999999999997
2012-01-12,21.05,5.97,1295.5,20.47,2724.7,15.080000000000002
2012-01-13,20.8,5.97,1289.09,20.91,2710.67,14.830000000000002
2012-01-17,20.61,5.99,1293.67,22.2,2728.08,14.62
2012-01-18,20.98,6.03,1308.04,20.89,2769.71,14.95
2012-01-19,20.24,5.79,1314.5,19.87,2788.33,14.45
2012-01-20,21.29,5.92,1315.38,18.28,2786.7,15.37
